opinionText,opinionTitle,starRating
"Nach 8 abgelehnten Portierungsanfragen, 3 Telefonaten, 2 Chats, etc. gebe ich es auf. Jeder Mitarbeiter sagt was anderes. Ein Mitarbeiter sagt die Portierung wird am 08.02. ausgeführt. Der andere sagt nein das war von 2023. Der andere sagt die Adresse muß nicht übereinstimmen,.. Ein einziger Haufen von planlosen Anfängern ohne jegliche Berufserfahrung. Hab direkt alles gekündigt. Hab die Nerven nicht für sowas meine kostbare Zeit zu verschwenden. Selbst ein einfaches Login in den ""Telekom hilft"" Bereich wird zur Tortur. Könnte noch nebenbei einen Roman schreiben, aber genug Zeit verschwendet für nix. ",Bestes Netz und nun? ,Valorada con 1 estrellas sobre 5
"Schon allein das neuesten iphone. 17 pro versuchen sie jetzt schon mit ein euro anzahlungen anzucken. Wenn man sich über den ganzen vertrag mal durchliest. Eine reinste das ist eine uraltemethode, um kunden anzulocken Das sieht nach einem extrem verlockenden Angebot der Telekom aus – besonders weil wir hier über die (fiktive oder brandneue) iPhone 17-Serie im Jahr 2026 sprechen. Hier ist meine ehrliche Einschätzung zu dem Deal, aufgeteilt in das Kleingedruckte und das Sparpotenzial: Der ""Wow-Effekt"" vs. Realität Die Ersparnis von bis zu 846 € klingt gigantisch, setzt sich aber aus mehreren Puzzleteilen zusammen, die du alle erfüllen musst:  * Der MagentaMobil L Tarif: Das ist ein großer, eher teurer Vertrag. Die Ersparnis beim Handy zahlst du teilweise über die monatliche Grundgebühr des Tarifs wieder ab.  * Cashback (240 €): Den kriegst du nicht sofort. Du musst dich nach dem Kauf aktiv in der App registrieren und warten.  * Ankaufsbonus (100 €) + Altwert: Um auf den niedrigen Preis zu kommen, musst du dein altes Handy einschicken. Die 100 € gibt es extra, aber der Rest hängt davon ab, wie viel dein altes Gerät noch wert ist.  * 36 Monate Laufzeit: Mit der Ratenzahlung bindest du dich für 3 Jahre. Das ist lang für ein Smartphone, wenn man bedenkt, dass nach 12 Monaten schon das iPhone 18 kommt. Kosten-Check (Beispiel iPhone 17 Pro) | Posten | Kosten/Bonus | |---|---| | Anzahlung | 1,00 € | | Monatliche Rate (36 Monate) | 22,00 € (Gesamt: 792 €) | | Bereitstellungspreis | 39,95 € | | Abzüglich Cashback | - 240,00 € | | Effektive Hardware-Kosten | 592,95 € (plus Althandy-Abgabe) | Mein Fazit  * Für wen es sich lohnt: Wenn du sowieso einen Telekom-Vertrag mit viel Datenvolumen suchst und ein funktionsfähiges altes Handy zum Eintauschen hast, ist das Angebot unschlagbar. Besonders der 240 € Winter-Cashback ist ein starkes Argument.  * Worauf du achten solltest: Der Aktionszeitraum ist kurz (bis 02.02.2026). Wenn du das iPhone 17 Pro willst, musst du schnell sein, da solche Deals oft ""solange der Vorrat reicht"" gelten.  * Ein Highlight: Das ""iPhone Air"" wird hier erwähnt – das wäre eine spannende neue Kategorie zwischen dem normalen und dem Pro-Modell, falls Apple diese Linie tatsächlich einführt! Soll ich dir mal ausrechnen, wie hoch die Gesamtkosten über die 3 Jahre inklusive des Tarifs MagentaMobil L wären?",Telekom sollte weg von der Verschleierung. Kommt ihnen telekom nicht gut,Valorada con 1 estrellas sobre 5
"Wie bereits in mehreren Bewertungen der anderen Nutzer zu lesen ist, scheint die Telekom ein Abzockerverein zu sein. Da wirst in den Telefongesprächen über den Tisch gezogen, wie auf einem türkischen Bazar. Die Leute die aufpassen, haben es gut, alle anderen werden ja regelrecht betrogen mit überteuerte Tarife. Tut man nicht verhandeln, bekommt man einen Tarif mit mind 50 Euro/Monat. Verhandelt man, gibt's den gleichen Tarif für die Hälfte. Wo gibt's denn sowas.  Hat man einen Tarif abgeschlossen, bekommt man einen gebrauchten Router zugeschickt, welcher fehlerhaft ist und schlecht funktioniert. Reklamiert man es, bekommt man noch einen übleren Router, der noch schlechter ist, wir der davor.  Rechnungen stimmen oft nicht, selbstverständlich immer zu dem Nachteil des Kunden.  Ich war früher nie bei der Telekom und war Jahrzehntelang äußerst zufrieden mit den damaligen Providern. Musste vor ein paar Jahren unfreiwillig zu Telekom wechseln, weil unter der neuen Adresse es nur Telekom gab und die ganze Zeit hat es nur Probleme gegeben, unter anderem mit durchgehend schlechter Verbindung.  Somit nie wieder....",Telekom > ein einziges Desaster ,Valorada con 1 estrellas sobre 5
"Leider ist die Qualität des Internetanschlusses bei der Telekom in letzter Zeit extrem schlecht. Unser Internet wird regelmäßig für viele Stunden, teilweise bis zum nächsten Morgen, vollständig abgeschaltet. Dies ist kein Einzelfall, sondern passiert immer wieder. Besonders kritisch ist, dass wir im Homeoffice arbeiten und auf eine stabile Internetverbindung rund um die Uhr (24/7) angewiesen sind. Durch die ständigen Ausfälle entstehen reale Arbeitsausfälle und finanzielle Verluste. Auch das Fernsehen funktioniert ohne Internet nicht. Die Telekom gehört zu den teuersten Anbietern, liefert aber derzeit eine schlechtere Leistung als viele andere. Unsere Nachbarn mit Anschlüssen von Vodafone, 1&1 und anderen Anbietern haben durchgehend Internet – nur wir nicht. Rechnungen sollen selbstverständlich immer pünktlich bezahlt werden, doch für Ausfälle und die entstandenen Schäden fühlt sich niemand verantwortlich. Sehr enttäuschend. Ich kann diesen Anbieter niemandem empfehlen. Sollte sich die Situation nicht ändern, werden wir den Anbieter wechseln.",Wiederholte Internetausfälle – absolut inakzeptabel,Valorada con 1 estrellas sobre 5
"Email (öfter): -kein Bestätigungscode auch nicht nach 3 Minuten  -zu lange inaktiv -erneuter Versuch -""Fehler"" nach 24 Stunden wieder möglich Macht besonderen ""Spaß"".",Email (öfter-kein Bestätigungscode): ,Valorada con 3 estrellas sobre 5
"Inkompetenz auf allen Ebenen  Kurzfassung - Verwirrung bei Bereitstellung - Prozesse und Automatismen funktionieren nur zum Nachteil der Kunden - Arbeitsbeschaffungsmaßnahmen für die Techniker - Servicehotline verkommt zu einer Verkaufstruppe - Zustimmung zu Werbeterror wird als erforderlicher Datenschutz getarnt Ausgangslage: Ich habe einen DSL-Tarif bei der Telekom, der zum 31.01.26 (im Kunden-Portal steht 09.02.26) ausläuft. Da Neukunden immer noch bessere Tarifkonditionen erhalten als jahrelange Bestandskunden (im Schnitt über 10€ monatlich günstiger), habe ich mich nach einem Telefonat mit dem Vertragsservice entschlossen, einen neuen Vertrag (via Verivox) abzuschließen, statt den o.g. zu verlängern. Und ja, das funktioniert, wenn man mind. zu zweit wohnt und der jeweils andere den Vertrag abschließt. Das mache ich seit 10 Jahren so. Telekom: Bitte fangt endlich an Eure Bestandskunden zu belohnen!  Der neue Vertrag wurde schnell bestätigt, allerdings mit Start zum 02.02.26. Soweit so verwirrend. Ein Telefonat mit der Servicehotline ließ dann richtig tief blicken. Man erklärte mir, dass der Vertrag nicht an einem Sonntag starten könne, da ein Techniker vor Ort die Leitung freischalten müsse.  Das ist völliger Blödsinn, da dies in der Vergangenheit NIE nötig gewesen ist. Wieso sollte ein Vertrag nicht an einem Sonntag starten können. Vor allem weil auf der Leitung bereits ein Telekom-Tarif läuft. Das Abschalten dieses Tarifs, hat übrigens an einem Sonntag pünktlich um 0:30 Uhr funktioniert (auch wenn im Portal der 09.02. als Vertragsende angegeben ist).  Ich hatte ebenfalls darauf hingewiesen, dass ich die Zugangsdaten für den neu gebuchten Tarif nicht erhalten habe. Der Mitarbeiter erklärte mir, dass diese automatisch am Tag des Vertragsbeginn versendet werden.  Liebe Telekom: Ernsthaft? Ihr verschickt Zugangsdaten erst am Tag des Vertragsbeginns, obwohl die Leitung am Sonntag bereits tot ist? Und die Eingabe in den Router mache ich dann Montagmorgens um 2.12 Uhr, wenn ihr mir die Zugangsdaten schickt?  Eine Mail, die im Vorfeld erhalten habe, verwies darauf, dass man sich unter bestimmten Umständen den Techniker-Termin sparen könnte. Meine Hoffnung war hier, dass die Freischaltung der Leitung dann auch bereits zum 01.02. erfolgen kann. Der Mitarbeiter der Servicehotline erklärte mir, dass er die benötigte Leitungs-ID nicht ermitteln kann. Dieser Schritt sei aber nötig, damit der Techniker nicht kommen muss.  Echt? Ihr könnte eine Leitung nicht identifizieren, die seit 24 Monaten durch Euch betrieben wird? Das ist wohl ein schlechter Witz.  Dann kommt aber das beste an der ganzen Geschichte: der Mitarbeiter versuchte mir dann weiß zu machen, dass alles wie gewünscht funktionieren würde, wenn ich meinen bei Verivox gebuchten Tarif sofort storniere und er mir einen neuen Vertrag anlegt - selbstverständlich zu schlechteren Konditionen.  Was ist los mit Euch? Statt mein Problem zu lösen und einfach euren Job adäquat zu erledigen, zieht ihr am Telefon die Kunden über den Tisch? Ich habe die Telekom immer sehr kundenorientiert wahr genommen, aber das ist wirklich ein neues Level.  Als Sahne-Häubchen auf dem Kuchen der Inkompetenz, erzählt mir der Mitarbeiter an der Hotline, dass ich irgendeine Datenschutzbestimmung noch bestätigen muss. Diese sei unerlässlich für den von mir nicht gewollten Techniker-Termin. Ich bekam im Anschluss an das Telefonat eine SMS mit einem Link. Dieser führte aber nicht zu einer Datenschutzbestimmung für den o.g. Termin, sondern zur Einwilligung für Werbemails und -anrufe.  Hier war der Punkt erreicht, dass ich dachte ich bin im falschen Film!  Fazit: Inkompetente Mitarbeiter, unflexibele Prozesse, Automatismen funktionieren nur für den Vorteil des Unternehmens und damit versucht man noch die Kunden über den Tisch zu ziehen.  Das war wohl der letzte Vertragsabschluss bei der Telekom - schade, bisher war ich gerne Kunde. ",Inkompetenz auf allen Ebenen ,Valorada con 1 estrellas sobre 5
"Am Liebsten würde ich 0 Sterne geben! Ein absoluter Betrüger Verein, nach Kündigung permanent nervig Anrufe, permanente Belästigung ob man es sich doch noch anders überlegt mit der Kündigung. Meine Antwort darauf war nein bitte nicht mehr anrufen, heute 4 Monate nach meiner Kündigung kommt raus das einer dieser Mitarbeiter ohne meine Zustimmung meine Kündigung storniert hat. Heißt ich darf mindestens 1 Monat doppelt bezahlen, weil mein neuer Anbieter auch ab jetzt schon läuft. Ich könnte mich vor Wut nur noch übergeben. S..... Verein.",Am Liebsten würde ich 0 Sterne geben!,Valorada con 1 estrellas sobre 5
Mitarbeiter werben mit Sonderaktion mit monatlichen 3€ günstigeren Beitrag.  Nach Erhalt der Bestätigung stellt sich heraus dass nach 6 Monaten der Betrag um 10€ steigt.  Eine Unverschämtheit dieser Telekom nur die halben Wahrheiten den Kunden zu erzählen. ,Unverschämt: Mitarbeiter werben mit Sonderaktion mit…,Valorada con 1 estrellas sobre 5
Spam Anrufe,Kundenservice,Valorada con 1 estrellas sobre 5
Ich habe einen Glasfaseranschluss bekommen. Die Installation war pünktlich und alles hat funktioniert. Der Kontakt mit dem Kundenservice war toll und ich wurde umgehend angerufen bzw. es wurde mein eMail sehr schnell  beantwortet. Als ehemaliger 1&1 Kunde war ich mehr wie Überascht -hier liegen Welten dazwischen. Vielen Dank an die Beteiligten.,Neuer Glasfaseranschluss…,Valorada con 5 estrellas sobre 5
Versucht mal den Mobilfunkvertag zu kündigen. Keine Bestätigung. Angeblich wurde nicht gekündigt. Jetzt nochmal längere Laufzeit. Danke. Tolle Masche ,Versucht mal den Mobilfunkvertag zu…,Valorada con 1 estrellas sobre 5
"Grauenhafte Internet. Ständige Ausfälle, es ist maximal frustrierend. ",Grauenhafte Internet,Valorada con 1 estrellas sobre 5
"Top Produkte, top Tarife. ",Es gibt nichts besseres ,Valorada con 5 estrellas sobre 5
"Ich habe ein originales Apple Case über den Telekom-Onlineshop gekauft. Produkt an sich in Ordnung – die Gewährleistungsabwicklung ist es nicht. Nach einem Materialfehler begann eine wochenlange Odyssee aus Hotline, Chat und zwei Besuchen im offiziellen Telekom-Shop. Ergebnis: Niemand fühlte sich zuständig, es gab keinen klaren Prozess, kein Ticket, keinen Ansprechpartner. Statt Lösungen gab es Weiterverweisungen und erstaunlich viele freundliche Smileys. Die Ironie: Apple selbst hat den Fall nach Einsendung innerhalb weniger Tage problemlos gelöst und mir ein neues Case geschickt. Die Telekom hingegen hat es in mehreren Wochen nicht einmal geschafft, den Gewährleistungsfall formal zu bearbeiten. Fazit: Zubehör kaufen bei der Telekom funktioniert – bis etwas schiefgeht. Dann wird aus einem simplen Gewährleistungsfall ein Zeitfresser. Ich werde dort definitiv kein Zubehör mehr kaufen und kann es auch niemandem empfehlen, der im Zweifel Wert auf eine funktionierende Reklamation legt.",Gewährleistung praktisch nicht existent,Valorada con 1 estrellas sobre 5
"Unverschämter Vertreter klingelt an der Haustür und muss Verträge ""umschreiben"". Er möchte den wechsel ""vereinfachen"" und ""helfen"" und wurde von der Hausverwaltung informiert. Als ich fragte ob er einen Termin hat, wurde er komisch und meinte ich würde nicht verstehen. Es müsse alles jetzt sofort passieren. Eine Karte und Unterlagen gibt es auch nicht, da ich sagte ich möchte ich mich hierzu erstmal belesen weil ich das ohne Termin nicht kenne. Das geht laut ihm aber nicht, weil es sofort sein muss und angeblich funktioniert das mit meinem Anbieter ja nicht, weil der ja nicht unterstützt. Mein Anbieter funktioniert wunderbar. Das sowas rechtens ist verstehe ich persönlich nicht, die scheinen es ja sehr nötig zu haben. Ich habe meinen Respekt der Telekom gegenüber absolut verloren. Da muss man ja schon Angst zuhause haben. Jetzt weiß ich glücklicherweise, dass ich nie in meinem Leben einen Vertrag bei der Telekom abschließe. Man muss es positiv sehen, danke für diese Erkenntnis Telekom! ;)",Unverschämter Vertreter klingelt an der…,Valorada con 1 estrellas sobre 5
einfaches Problem trotz 3 maligen Versuches nicht den Ansatz einer Lösung,Servicewüste Telekom,Valorada con 1 estrellas sobre 5
"Ich habe meinen Telekom-Vertrag im August 2025 aus Kostengründen fristgerecht gekündigt. Daraufhin kontaktierte mich ein Mitarbeiter der Telekom telefonisch und bot mir an, einen Rabatt für drei Monate zu erhalten, sodass der Preis für diesen Zeitraum 29,95 € betragen würde. Dies sollte mir die Möglichkeit geben, nach Ablauf der drei Monate erneut mit der Telekom über einen günstigeren Tarif zu sprechen, da zu diesem Zeitpunkt angeblich kein anderes Angebot verfügbar sei. Zu keinem Zeitpunkt wurde in diesem Gespräch erwähnt, dass dieses Angebot mit einer neuen 24-monatigen Vertragsbindung verbunden ist. Eine solche Bindung hätte ich niemals akzeptiert, da ich bei anderen Anbietern günstigere Tarife mit mindestens 12 Monaten Preisgarantie hätte erhalten können. Zudem wurde mir bei diesem Gespräch gesagt, dass ich meine alte TV-Box der Telekom zurückgeben kann, weil man über die Magenta-App fernsehen kann. Geschwiegen wurde dabei, dass dies nur bei neueren Fernsehern funktioniert. Also musste ich nachträglich die neue Telekom-Box nachbestellen (4 Tage kein Fernsehen). Diese Informationen wären für meine Entscheidungsfindung wesentlich gewesen. Erst als ich im November 2025 erneut bei der Telekom anrief, um – wie vom Mitarbeiter empfohlen – nach einem günstigeren Tarif zu fragen, wurde mir erstmals mitgeteilt, dass mein Vertrag bereits auf weitere 24 Monate verlängert worden sei und dies nicht mehr rückgängig gemacht werden könne. Ich war darüber vollkommen überrascht, da mir eine solche Vertragsbindung weder kommuniziert noch ersichtlich war. Die Telekom verweist darauf, dass mir Vertragsdokumente zugesandt worden seien und ich rechtzeitig hätte widersprechen müssen. Aus meiner Sicht greift dieses Argument jedoch nicht, da Ich durfte mich als Verbraucher auf die mündliche Aussage des Mitarbeiters verlassen. Eine irreführende Beratung wird nicht dadurch legitimiert, dass danach Unterlagen zugesandt werden. Von einem Arbeitskollegen habe ich erfahren, dass ein nahezu identischer Fall bei dessen Mutter vorgefallen ist. Dies deutet auf ein mögliches systemisches Problem in der Kundenberatung hin. Mehrere Versuche aus dem Vertrag rauszukommen schlugen bis jetzt fehl. Die Begründung der Telekom lauten: Man hat einen gültigen Vertrag und der muss erfüllt werden. ",Irreführende Beratung und unbeabsichtigter Vertragsverlängerung durch die Telekom Deutschland GmbH,Valorada con 1 estrellas sobre 5
"Niemals am Telefon am mit diesem Betrügerverein einen Vertrag abschließen. Die ganzen Klauseln werden am Telefon natürlich nicht besprochen. Automatische Vertragsverlängerung für ein Produkt was man bereits gekündigt hat, stehen in irgendwelchen Klauseln kleingeschrieben in Absatz 68837 des Vertrags durch Abschluss eines komplett neuen Vertrags und Produkt. Klasse Arbeit Telekom. Dem Mitarbeiter wünsche ich eine tolle Provision, hat er Klasse gemacht . Aber einen langjährigen Kunden dadurch jetzt verloren. Viele Grüße .",Niemals am Telefon am mit diesem…,Valorada con 1 estrellas sobre 5
"Ganz offensichtlich macht t-online mit Spam-Mails sogar noch Geld, anstatt dafür zu sorgen, dass dieser versuchte Betrug bekämpft wird: Ich musste feststellen, dass einige der Spam-Mitteilungen die Adresse ""anyones@t-online..."" tragen, d. h. die Ganoven müssen sich nicht mehr die Mühe machen, einen Haufen echter und persönlicher Adressen ""hintenrum"" zu sammeln und einzugeben, sondern erreichen mit ""anyones..."" mit einem Schlag eine Riesen-Anzahl von Adressaten! Für den ""verbesserten"" Spamschutz verlangt t-online dann gleich 2,95 € je Monat.  Die Telekom war aufgefordert worden, dieses Treiben abzustellen, jedoch blieb eine Antwort aus! Korrektur: Die oben angegebene eMail-Adresse lautet tatsächlich ""anayounes@t-online..."". Am Sacherhalt ändert das allerdings nichts!","Spam""schutz"" = Geldmache",Valorada con 1 estrellas sobre 5
"The customer service was rude and unfelicitable, but the network somewhat is ok and far away from being stable.  However, after signing the contract, the service completely changed. I couldn’t believe how poor the communication was and how arrogant the company was. ",The customer service was rude and the service is unstable. ,Valorada con 1 estrellas sobre 5
Vorher beim anderen Anbieter 60€ im Monat bezahlt jetzt zahlen ich nur noch 40€ ja gut dafür funktioniert das WLAN auch nicht die 40€ muss ich trotzdem bezahlen 👍,Vorher beim anderen Anbieter 60€ im…,Valorada con 1 estrellas sobre 5
Keine gute und vernünftige Abstimmung zwischen einzelnen Mitarbeitern/Abteilungen(Kundenservice /(Abteilung für neuen Kunden aus anderen Anbietern zum wechseln). Bei Problemen zum bsp. aus technischen Gründen( kein Anbieterwechsel möglich keine Verantwortung der Telekom)von Vodafone zu Telekom sind leider die Mitarbeiter überfordert und geben widersprüchliche Aussagen/ Informationem (Mitarbeiter sendet mir  Widerruf zu und ein paar Std. später Kein Widerruf des Auftrages möglich)??? was zu Frust und Verärgerung  des Kunden führt und keinem hilft. Bedauerlich und nicht unbdedingt zum empfehlen.,Keine gute und vernünftige Abstimmung…,Valorada con 1 estrellas sobre 5
Der kundenservice wahr nicht so gut,Kundenservice,Valorada con 1 estrellas sobre 5
"habe eine zunächst getätigte Vertragsverlängerung MIT Handy am selben Tag storniert...die Stornierung des Handy klappte, die Vertragsverlängerung ist bis heute nicht storniert worden. per Mail keine Antwort, dann Mitte Dezember Einschreiben mit Rückschein: KEINE ANTWORT!!!!! Was ist das für ein Unternehmen? Selbst die Drohung mit Anwalt ignoriert - RATE DRINGEND VON der Telekom ab - jetzt muss ich tatsächlich noch einen Anwalt nehmen!? SCHÄMT EUCH!!!","dringende Warnung - null reaktion, selbst auf Einschreiben",Valorada con 1 estrellas sobre 5
"Seit Jahren haben wir Verträge mit der Telekom. Unter anderen einen Prepaid Vertrag. Als nach Aufladung 50 Euro das Smartphone nicht aktiv wurde, schauen wir in die Kundendaten. Dort stand : Keine Verlängerung !"" Am letzten Tag der möglichen Kündigung erfolgte diese. Im Glaube der Rückzahlung schlossen wir einen Jahresvertrag im Prepaid Verfahren ab. 100 Euro. Mit Schrecken lese ich jetzt , dass die Rückzahlung bis zu 4 Jahre dauern kann. Warum waren wir so blauäugig im Vertrauen, dass mtl. 64 Euro Gesamtaufkommen für die Telekom eine reibungslose Übernahme Rückzahlung/Neuabschluss möglich machen würde. Es kommt noch schlimmer. Die Prepaid Karte der Telekom, von einem privaten Anbieter gekauft, konnte nicht aktiviert werden, und bei Anruf gab es die Auskunft, die Telefonnummer gibt es gar nicht. Also alle Mühen der Aktivierung umsonst. Der Anbieter will eine neue Prepaid Karte schicken. Eine Telefonnummer auf der offiziellen SIM Karte der Telekom die keiner bei der Telekom kennt!. Auch die zweite SIM Karte erlaubt die Aktivierung bis zur Überprüfung der Daten um dann abzuschalten. Dafür gab es eine Vorgangsnummer. Auch der Versuch mit dem Namen meiner Frau, die seit vielen Jahren Kundin bei der Telekom ist, passierte das gleiche. Daten werden hochgeladen, Daten werden geprüft, machen Sie eine Pause, dann die Ernüchterung. Ein technischer Fehler, Vorgangsnummer. Anruf bei der Telekom, Ja die Vorgangsnummer wird bearbeitet und dann freigeschaltet. Nichts passiert. Seit 2 Wochen versuche ich mit zwei Prepaid Karten irgendwie am am Leben mit Telefon teilzunehmen. Aber die Götter Telekom bestimmen wann das Wahrheit wird. Zurückgeben kann ich die Karte nicht , denn der Verkäufer hat mir eine intakte SIM Karte verkauft. Das schlimme ist die krankmachende hilflose Situation du hast alles richtig gemacht, bezahlt, aktiviert, NECT sagt alles fertig, wir überprüfen, laden hoch und dann kommt die Nachricht , nichts ist , Vorgangsnummer xxxx .Es sollte einmal Statistik erhoben werden wieviel Telekom Kunden gesundheitliche Schäden erlitten haben. Ich mit 87 Jahren bin dem Zusammenbruch nahe.  ",Seit Jahren haben wir Verträge mit der…,Valorada con 1 estrellas sobre 5
"Ich habe nur schlechte Erfahrungen mit der Telekom gemacht. Ich habe ein Tablet gekauft, ohne Vertrag oder dergleichen und gleich wieder storniert. Das Gerät wurde dann auch von der Telekom wärend des DHL Versandes zurückgerufen. Soweit so gut. Nur eine Erstattung leistet die Telekom nicht. Ich werde von Servicenummer zu Servicenummer herumgereicht, ohne Erfolg. Es wurden Rückmeldungen und Rückrufe versprochen. Nichts davon hat stattgefunden. Das Tablet ist somit nicht da und mein Geld ist auch weg. Es ist unfassbar, wie schlecht der Kundenservice der Telekom geworden ist. Man versteckt sich beim Support hinter schlecht programmierter KI, die keinen Schritt weiterführt. Update: PayPal hat mir im Rahmen des Käuferschutzes den Betrag erstattet, da die Telekom dazu nicht in der Lage war.",Ich habe nur schlechte Erfahrungen mit…,Valorada con 1 estrellas sobre 5
,schnelle hilfe,Valorada con 5 estrellas sobre 5
"Nach Tarifumstellung klappte nichts mehr.  Irgendwann in dem wochenlangen Prozedere wurde klar, dass  ein neuer Router gekauft werden muss (das hatte ich vorher erfragt,  wurde aber verneint). Zahlreiche unterschiedlichste Mitarbeiter in  der Leitung gehabt, die sich in ihren Aussagen widersprechen. Zahlreiche Falschinformationen, die vom Unwissen der Mitarbeiter zeugen. Völlige unflexible Terminvergabe für Techniker , die so große Zeitfenster vorsehen,  dass berufstätige Menschen das wochentags nicht einrichten können. Technikertermine werden abgesagt. Schließung von Störungsmeldungen, obwohl due Störung weiter vorliegt.  Um Geld erstattet zu bekommen gpr due nicht erbrachte Leistung,  muss man einen Antrag stellen.  Fehlende Verantwortlichkeit bei einzelnen Mitarbeiter für den Vorgang, da man bei jedem Anruf irgendwo anders landet.  Wenn es in Deutschland eine Firma für Telekommunikation gäbe, die nur etwas besser wäre, würde die Telekom pleite gehen. Da es das nicht gibt, kann die Telekom weiterhin so inkompetent und gleichgültig mit ihren Kunden umgehen.  Das angebene ""Datum der Erfahrung "" muss angeben werden. Tatsächlich handelt es sich um mehrere Wo.","Inkompetent,  unflexibel,  gleichgültig , verantwortungslos ",Valorada con 1 estrellas sobre 5
größtes drecks wlan... 5minuten damit endlich mal eine seite aufruft oder sogar immer aus der seite rausgeschmissen werden... Wenn ich ein Fortnite update downloade (2gb) brauche ich dafür 70std trotz 100 fache router neustarts... Telekom support sagt auch jedes mal das selbe aber es ändert sich nichts,größtes drecks wlan..,Valorada con 1 estrellas sobre 5
"Der Kundenservice der Telekom ist aus meiner Sicht inakzeptabel. Eine direkte Kontaktaufnahme ist praktisch nicht möglich. In der App ist der Kundenservice nur über zahlreiche, unübersichtliche Umwege zu finden. Eine Rückrufoption ist weder klar sichtbar noch zeitnah verfügbar, freie Termine liegen oft weit in der Zukunft. Auch der Chat stellt keine echte Hilfe dar: ein nicht alltägliches Anliegen schriftlich zu erläutern, ist mir zu umständlich, extrem lange Wartezeiten und keine verlässliche Unterstützung. Insgesamt entsteht der Eindruck, dass der direkte Kontakt zu Kundinnen und Kunden bewusst erschwert wird. Von einem Unternehmen dieser Größe erwarte ich einen transparenten, leicht zugänglichen und funktionierenden Kundenservice. Der aktuelle Zustand ist kundenunfreundlich und enttäuschend.",Kundenservice und Erreichbarkeit inakzeptabel ,Valorada con 1 estrellas sobre 5
"Internet DSL funktioniert, aber für 50€ erwarte ich auch echt nichts anderes. Kritisch finde ich die monatlichen Anrufe bei denem einem unbedingt ein Handy Vertrag aufgeschwatzt werden soll oder ein Internet Upgrade. Mehrmals gebeten dies zu unterlassen, geht straight weiter. Vertrag inzwischen gekündigt, Ende des Jahres wird gewechselt. Nie wieder",Internet DSL funktioniert aber Telefon Terror ,Valorada con 1 estrellas sobre 5
"I’ve lived in many parts of the world, signed contract with different isps .. I just want to say Telekom Germany DSL has been the worst so far it terms of stable connectivity .. isp’s in Africa  even has better internet connectivity than Telekom.  If you’re a streamer or gamer ..plz do your best to avoid this company .. it’s been the worst regret of my life knowing I have to be on this contract for two years before I can cancel .  An absolute disgrace . ",Worst isp worldwide ,Valorada con 1 estrellas sobre 5
"Ich bin seit vielen Jahren Mobilfunk- und Festnetzkunde der Deutschen Telekom. Ich habe bisher ausschließlich sehr positive Erfahrungen gemacht. Bisher gab es an drei verschiedenen Wohnorten kaum Störungen; wenn doch, wurden diese sehr schnell innerhalb von 24 Stunden, meist noch am gleichen Tag, behoben. Bei Vertragsverlängerungen bekommt man immer sehr gute Angebote und die Mitarbeiterinnen und Mitarbeiter am Telefon sind auch immer sehr nett und zuvorkommend. Meine Eltern haben mit der Deutschen Glasfaser ganz andere Erfahrungen gemacht und sind nach zwei Jahren Chaos gerne wieder zur Deutschen Telekom zurückgewechselt.",Sehr zufriedener Festnetz- & Mobilfunkkunde,Valorada con 5 estrellas sobre 5
"Also ich muss sagen, dass mich diese Haustürgeschäfte von der Deutschen Telekom echt nerven. Die wollten uns schon zum zweiten Mal einen Vertrag andrehen. Ich hab auch schon zum zweiten Mal eine Kündigung gemacht. Als ich zu dem Berater sagte, dass wir schon beim deutschen GIGA Netz sind, sagte er nur- ja, wir arbeiten zusammen mit dem deutschen Giga Netz. Als ich dann im Internet nachschaute, waren es natürlich zwei verschiedene Firmen. Ich hatte das Gefühl, dass der Berater der Telekom mich dadurch nur verwirren wollte. Lasst euch von denen bloß nicht über den Tisch ziehen. Außerdem kosten die 60€ pro Monat, nach 6 Monaten. Bei Giga Netz zahlt man nur 20€ im Monat, also viel günstiger. ",Hinterhältig,Valorada con 1 estrellas sobre 5
"Seit über 15 Jahren Mobilfunk Kunde mit einem Business Tarif und mehreren Karten, also nichts 0815. Wollte meinen Vertrag wieder verlängern. Die Telekom bekommt es wieder mal nicht hin auf den Kunden zu zugehen. Stattdessen bekommt mal Aussage bei einer Angebotsnachfrage „wenn ihnen das zu teuer ist, müssen sie woanders hingehen.“ Wo sind wir denn hingekommen? Das hat nichts mit Kundenservice /Pflege zu tun.",Kundenpflege / Service,Valorada con 1 estrellas sobre 5
Sie haben uns 2019 den XL Vertrag angeboten und nach Jahrelangen Beschwerden weil nichts geht 2025 erkannt das die XL Leitung bei uns nicht ankommt. Und dann uns erklärt das wir das hätten merken müssen. Also Finger weg von den Betrügern.,Sie haben uns 2019 den XL Vertrag…,Valorada con 1 estrellas sobre 5
Frau Burger war bei ihrem Hausbesuch um das Wlan anzuschliesen sehr unfreundluch und herablassend.,Unfreundliches Personal,Valorada con 1 estrellas sobre 5
